timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1679299428266,6264,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-5,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6264,0,1039
1679299428265,6265,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-19,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6265,0,875
1679299428266,6237,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-41,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6235,0,927
1679299428267,6236,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-8,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6234,0,1112
1679299428267,6263,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-25,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6263,0,1023
1679299428267,6236,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-32,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6234,0,1058
1679299428266,6237,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-27,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6235,0,835
1679299428266,6237,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-13,text,true,,678,381,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6235,0,609
1679299428266,6237,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-7,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6235,0,993
1679299428265,6238,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-42,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6236,0,487
1679299428265,6330,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-3,text,true,,678,381,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6330,0,1080
1679299428266,6334,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-6,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6334,0,767
1679299428265,6386,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-14,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6386,0,863
1679299428266,6385,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-16,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6385,0,960
1679299428265,6386,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-47,text,true,,678,381,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6386,0,968
1679299428266,6385,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-22,text,true,,678,381,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6385,0,1092
1679299428265,6386,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-15,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6386,0,756
1679299428265,6386,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-48,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6386,0,942
1679299428266,6385,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-43,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6385,0,985
1679299428266,6386,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-30,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6386,0,918
1679299428265,6390,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-26,text,true,,678,383,50,50,https://crm.test.fv-dev.chelpis-app.com/line/user,6390,0,850
1679299434532,161,HTTP 要求: Step2: Profile,200,OK,執行緒群組 1-32,text,true,,1119,564,50,50,https://crm.test.fv-dev.chelpis-app.com/user/profile,161,0,0
1679299434532,161,HTTP 要求: Step2: Profile,200,OK,執行緒群組 1-13,text,true,,1103,564,50,50,https://crm.test.fv-dev.chelpis-app.com/user/profile,161,0,0
1679299434532,161,HTTP 要求: Step2: Profile,200,OK,執行緒群組 1-42,text,true,,1106,564,50,50,https://crm.test.fv-dev.chelpis-app.com/user/profile,161,0,0
1679299434532,161,HTTP 要求: Step2: Profile,200,OK,執行緒群組 1-5,text,true,,1110,564,50,50,https://crm.test.fv-dev.chelpis-app.com/user/profile,161,0,0
1679299434600,93,HTTP 要求: Step2: Profile,200,OK,執行緒群組 1-6,text,true,,1099,564,50,50,https://crm.test.fv-dev.chelpis-app.com/user/profile,93,0,0
1679299434532,161,HTTP 要求: Step2: Profile,200,OK,執行緒群組 1-7,text,true,,1097,564,50,50,https://crm.test.fv-dev.chelpis-app.com/user/profile,161,0,0
1679299434532,161,HTTP 要求: Step2: Profile,200,OK,執行緒群組 1-41,text,true,,1103,564,50,50,https://crm.test.fv-dev.chelpis-app.com/user/profile,161,0,0
