timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1679300084664,18134,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-39,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18134,0,2733
1679300084808,17978,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-281,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,17977,0,2583
1679300084661,18125,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-126,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18124,0,2732
1679300084664,18122,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-97,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18121,0,2722
1679300084884,17915,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-384,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,17915,0,2509
1679300085567,17228,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-604,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,17228,0,1836
1679300084723,18073,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-204,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18073,0,2662
1679300084661,18137,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-125,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18137,0,2741
1679300084749,18047,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-224,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18047,0,2645
1679300084759,18027,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-221,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18024,0,2645
1679300084700,18098,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-169,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18098,0,2703
1679300084791,18007,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-297,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18007,0,2460
1679300084661,18138,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-75,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18137,0,2740
1679300084751,18045,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-216,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18035,0,2643
1679300084661,18137,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-121,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18137,0,2514
1679300084676,18120,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-82,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18120,0,2726
1679300084790,17996,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-291,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,17995,0,2609
1679300084664,18132,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-78,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,18132,0,2729
1679300084845,17951,HTTP 要求: Step1: Login,200,OK,執行緒群組 1-347,text,true,,678,391,1000,1000,https://crm.test.fv-dev.chelpis-app.com/line/user,17951,0,2557
